sample	submission date	publication date	last update	title	ids	attributes
SRS270144	2011-11-10T14:26:04.290	2012-06-18T15:05:15.597	2014-06-12T01:12:25.940	BJ RAS-transformed (reads len 35)	NA	source_name:BJ fibroblast cells;cell type:BJ fibroblast cells;growth stage:RAS-transformed;rna subtype:polyA RNA
SRS270145	2011-11-10T14:26:04.303	2012-06-18T15:05:15.643	2014-06-12T01:12:26.307	BJ proliferative (reads len 100)	NA	source_name:BJ fibroblast cells;cell type:BJ fibroblast cells;growth stage:proliferative;rna subtype:polyA RNA
SRS270146	2011-11-10T14:26:04.317	2012-06-18T15:05:15.687	2014-06-12T01:16:14.953	BJ confluent (reads len 100)	NA	source_name:BJ fibroblast cells;cell type:BJ fibroblast cells;growth stage:confluent;rna subtype:polyA RNA
SRS270147	2011-11-10T14:26:04.333	2012-06-18T15:05:15.737	2014-06-12T01:16:15.220	MCF10A proliferative	NA	source_name:MCF10A breast epithelial cells;cell type:MCF10A breast epithelial cells;growth stage:proliferative;rna subtype:polyA RNA
SRS270148	2011-11-10T14:26:04.347	2012-06-18T15:05:15.783	2014-06-12T01:16:15.473	MCF10A serum-starved	NA	source_name:MCF10A breast epithelial cells;cell type:MCF10A breast epithelial cells;growth stage:serum-starved;rna subtype:polyA RNA
SRS270149	2011-11-10T14:26:04.360	2012-06-18T15:05:15.850	2014-06-12T01:16:15.760	MCF10A RAS-transormed (0)	NA	source_name:MCF10A breast epithelial cells;cell type:MCF10A breast epithelial cells;growth stage:RAS-transformed;rna subtype:polyA RNA
SRS270150	2011-11-10T14:26:04.377	2012-06-18T15:05:15.927	2014-06-12T01:16:16.067	MCF10A RAS-transormed (2d)	NA	source_name:MCF10A breast epithelial cells;cell type:MCF10A breast epithelial cells;growth stage:RAS-transformed;time:2d;rna subtype:polyA RNA
SRS270151	2011-11-10T14:26:04.393	2012-06-18T15:05:15.990	2014-06-12T01:16:16.343	MCF10A RAS-transormed (8d)	NA	source_name:MCF10A breast epithelial cells;cell type:MCF10A breast epithelial cells;growth stage:RAS-transformed;time:8d;rna subtype:polyA RNA
SRS270167	2011-11-10T17:17:46.103	2012-01-09T12:04:04.360	2014-03-29T08:40:42.007	Identification of new viral genes and transcript isoforms during Epstein-Barr virus reactivation using RNA-seq.	JY whole cell RNA-seq	NA
SRS270219	2011-11-14T09:17:06.453	2012-11-01T17:30:20.093	2014-03-06T14:47:22.946	Nodular Tumor 1, lane 1	GSM832466	source_name:Nodular basal cell carcinoma;cell type:Basal Cell Carcinoma, nodular
SRS270220	2011-11-14T09:17:06.553	2012-11-01T17:30:20.140	2014-03-06T14:47:22.986	Nodular Tumor 1, lane 2	GSM832467	source_name:Nodular basal cell carcinoma;cell type:Basal Cell Carcinoma, nodular
SRS270221	2011-11-14T09:17:06.567	2012-11-01T17:30:20.183	2014-03-06T14:47:23.015	Nodular tumor 2, lane 1	GSM832468	source_name:Nodular basal cell carcinoma;cell type:Basal Cell Carcinoma, nodular
SRS270222	2011-11-14T09:17:06.580	2012-11-01T17:30:20.223	2014-03-06T14:47:23.043	Nodular tumor 2, lane 2	GSM832469	source_name:Nodular basal cell carcinoma;cell type:Basal Cell Carcinoma, nodular
SRS270223	2011-11-14T09:17:06.590	2012-11-01T17:30:20.263	2014-03-06T14:47:23.078	Nodular tumor 3, lane 1	GSM832470	source_name:Nodular basal cell carcinoma;cell type:Basal Cell Carcinoma, nodular
SRS270224	2011-11-14T09:17:06.603	2012-11-01T17:30:20.293	2014-03-06T14:47:23.108	Nodular tumor 3, lane 2	GSM832471	source_name:Nodular basal cell carcinoma;cell type:Basal Cell Carcinoma, nodular
SRS270225	2011-11-14T09:17:06.617	2012-11-01T17:30:20.327	2014-03-06T14:47:23.137	Nodular tumor 4, lane 1	GSM832472	source_name:Nodular basal cell carcinoma;cell type:Basal Cell Carcinoma, nodular
SRS270226	2011-11-14T09:17:06.627	2012-11-01T17:30:20.360	2014-03-06T14:47:23.192	Nodular tumor 4, lane 2	GSM832473	source_name:Nodular basal cell carcinoma;cell type:Basal Cell Carcinoma, nodular
SRS270227	2011-11-14T09:17:06.640	2012-11-01T17:30:20.390	2014-03-06T14:47:23.222	Nodular tumor 5, lane 1	GSM832474	source_name:Nodular basal cell carcinoma;cell type:Basal Cell Carcinoma, nodular
SRS270228	2011-11-14T09:17:06.650	2012-11-01T17:30:20.420	2014-03-06T14:47:23.253	Nodular tumor 6, lane 1	GSM832475	source_name:Nodular basal cell carcinoma;cell type:Basal Cell Carcinoma, nodular
SRS270229	2011-11-14T09:17:06.660	2012-11-01T17:30:20.457	2014-03-06T14:47:23.284	Nodular tumor 6, lane 2	GSM832476	source_name:Nodular basal cell carcinoma;cell type:Basal Cell Carcinoma, nodular
SRS270230	2011-11-14T09:17:06.673	2012-11-01T17:30:20.487	2014-03-06T14:47:23.319	Nodular tumor 7, lane 1	GSM832477	source_name:Nodular basal cell carcinoma;cell type:Basal Cell Carcinoma, nodular
SRS270231	2011-11-14T09:17:06.683	2012-11-01T17:30:20.517	2014-03-06T14:47:23.348	Nodular tumor 7, lane 2	GSM832478	source_name:Nodular basal cell carcinoma;cell type:Basal Cell Carcinoma, nodular
SRS270232	2011-11-14T09:17:06.697	2012-11-01T17:30:20.550	2014-03-06T14:47:23.378	Nodular tumor 8, lane 1	GSM832479	source_name:Nodular basal cell carcinoma;cell type:Basal Cell Carcinoma, nodular
SRS270233	2011-11-14T09:17:06.707	2012-11-01T17:30:20.580	2014-03-06T14:47:23.413	Nodular tumor 8, lane 2	GSM832480	source_name:Nodular basal cell carcinoma;cell type:Basal Cell Carcinoma, nodular
SRS270234	2011-11-14T09:17:06.720	2012-11-01T17:30:20.610	2014-03-06T14:47:23.447	Infiltrative tumor 1, lane 1	GSM832481	source_name:Infiltrative Basal Cell Carcinoma;cell type:Basal Cell Carcinoma, infiltrative
SRS270235	2011-11-14T09:17:06.730	2012-11-01T17:30:20.643	2014-03-06T14:47:23.478	Infiltrative tumor 1, lane 2	GSM832482	source_name:Infiltrative Basal Cell Carcinoma;cell type:Basal Cell Carcinoma, infiltrative
SRS270236	2011-11-14T09:17:06.740	2012-11-01T17:30:20.710	2014-03-06T14:47:23.509	Infiltrative tumor 2, lane 1	GSM832483	source_name:Infiltrative Basal Cell Carcinoma;cell type:Basal Cell Carcinoma, infiltrative
SRS270237	2011-11-14T09:17:06.753	2012-11-01T17:30:20.747	2014-03-06T14:47:23.539	Infiltrative tumor 2, lane 2	GSM832484	source_name:Infiltrative Basal Cell Carcinoma;cell type:Basal Cell Carcinoma, infiltrative
SRS270238	2011-11-14T09:17:06.763	2012-11-01T17:30:20.787	2014-03-06T14:47:23.571	Infiltrative tumor 3, lane 1	GSM832485	source_name:Infiltrative Basal Cell Carcinoma;cell type:Basal Cell Carcinoma, infiltrative
SRS270239	2011-11-14T09:17:06.777	2012-11-01T17:30:20.830	2014-03-06T14:47:23.607	Infiltrative tumor 3, lane 2	GSM832486	source_name:Infiltrative Basal Cell Carcinoma;cell type:Basal Cell Carcinoma, infiltrative
SRS270240	2011-11-14T09:17:06.790	2012-11-01T17:30:20.863	2014-03-06T14:47:23.641	Infiltrative tumor 4, lane 1	GSM832487	source_name:Infiltrative Basal Cell Carcinoma;cell type:Basal Cell Carcinoma, infiltrative
SRS270241	2011-11-14T09:17:06.800	2012-11-01T17:30:20.900	2014-03-06T14:47:23.676	Infiltrative tumor 4, lane 2	GSM832488	source_name:Infiltrative Basal Cell Carcinoma;cell type:Basal Cell Carcinoma, infiltrative
SRS270242	2011-11-14T09:17:06.810	2012-11-01T17:30:20.940	2014-03-06T14:47:23.707	Infiltrative tumor 5, lane 1	GSM832489	source_name:Infiltrative Basal Cell Carcinoma;cell type:Basal Cell Carcinoma, infiltrative
SRS270243	2011-11-14T09:17:06.823	2012-11-01T17:30:20.980	2014-03-06T14:47:23.738	Infiltrative tumor 5, lane 2	GSM832490	source_name:Infiltrative Basal Cell Carcinoma;cell type:Basal Cell Carcinoma, infiltrative
SRS270244	2011-11-14T09:17:06.833	2012-11-01T17:30:21.030	2014-03-06T14:47:23.773	Infiltrative tumor 6, lane 1	GSM832491	source_name:Infiltrative Basal Cell Carcinoma;cell type:Basal Cell Carcinoma, infiltrative
SRS270245	2011-11-14T09:17:06.847	2012-11-01T17:30:21.080	2014-03-06T14:47:23.808	Infiltrative tumor 6, lane 2	GSM832492	source_name:Infiltrative Basal Cell Carcinoma;cell type:Basal Cell Carcinoma, infiltrative
SRS270246	2011-11-14T09:17:06.857	2012-11-01T17:30:21.120	2014-03-06T14:47:23.847	Infiltrative tumor 7, lane 1	GSM832493	source_name:Infiltrative Basal Cell Carcinoma;cell type:Basal Cell Carcinoma, infiltrative
SRS270247	2011-11-14T09:17:06.867	2012-11-01T17:30:21.163	2014-03-06T14:47:23.882	Infiltrative tumor 7, lane 2	GSM832494	source_name:Infiltrative Basal Cell Carcinoma;cell type:Basal Cell Carcinoma, infiltrative
SRS270248	2011-11-14T09:17:06.880	2012-11-01T17:30:21.227	2014-03-06T14:47:23.917	Infiltrative tumor 8, lane 1	GSM832495	source_name:Infiltrative Basal Cell Carcinoma;cell type:Basal Cell Carcinoma, infiltrative
SRS270280	2011-11-14T12:29:46.000	2013-01-09T16:05:07.243	2014-03-29T08:40:44.077	Rheumatoid Arthritis Synovial Fibroblast 1	RA1	NA
SRS270281	2011-11-14T12:26:30.567	2013-01-09T16:05:08.343	2014-03-29T08:40:44.143	Rheumatoid Arthritis Synovial Fibroblast 2	RA2	NA
SRS270282	2011-11-14T12:27:01.923	2013-01-09T16:05:08.407	2014-03-29T08:40:44.200	Control Synovial Fibroblast 1	WT1	NA
SRS270283	2011-11-14T12:28:09.260	2013-01-09T16:05:08.500	2014-03-29T08:40:44.270	Control Synovial Fibroblast 2	WT2	NA
SRS270284	2011-11-14T13:33:20.570	2012-08-17T10:05:03.037	2014-03-29T08:40:44.333	Gumbus	Gumbus	NA
SRS270285	2011-11-14T13:33:44.723	2012-08-17T10:05:03.560	2014-03-29T08:40:44.400	BL41	BL41	NA
SRS270286	2011-11-14T13:33:59.050	2012-08-17T10:05:03.633	2014-03-29T08:40:44.467	Raji	Raji	NA
SRS270287	2011-11-14T13:34:11.920	2012-08-17T10:05:04.780	2014-03-29T08:40:44.540	Thomas	Thomas	NA
SRS270288	2011-11-14T13:34:23.930	2012-08-17T10:05:04.860	2014-03-29T08:40:44.600	Ramos	Ramos	NA
SRS270289	2011-11-14T13:34:37.047	2012-08-17T10:05:04.903	2014-03-29T08:40:44.660	Namalwa	Namalwa	NA
SRS270290	2011-11-14T13:34:51.053	2012-08-17T10:05:04.947	2014-03-29T08:40:44.733	EW	EW	NA
SRS270291	2011-11-14T13:35:18.297	2012-08-17T10:05:05.020	2014-03-29T08:40:44.803	BL70	BL70	NA
SRS270292	2011-11-14T13:35:32.653	2012-08-17T10:05:05.053	2014-03-29T08:40:44.863	BL30	BL30	NA
SRS270293	2011-11-14T13:35:45.527	2012-08-17T10:05:05.090	2014-03-29T08:40:44.927	CA46	CA46	NA
SRS270294	2011-11-14T13:35:58.747	2012-08-17T10:05:05.163	2014-03-29T08:40:44.990	Daudi	Daudi	NA
SRS270295	2011-11-14T13:36:15.177	2012-08-17T10:05:05.233	2014-03-29T08:40:45.050	BL2	BL2	NA
SRS270296	2011-11-14T13:36:26.743	2012-08-17T10:05:05.280	2014-03-29T08:40:45.110	BL58	BL58	NA
SRS271082	2011-11-17T11:06:03.827	2012-11-01T17:30:23.647	2014-03-06T14:47:35.449	CD19	GSM835231	source_name:CD19+ cells;tissue:blood;cell type:CD19
SRS271083	2011-11-17T11:06:03.980	2012-11-01T17:30:23.677	2014-03-06T14:47:35.489	CD34	GSM835232	source_name:CD34+ cells;tissue:blood;cell type:CD34
SRS271084	2011-11-17T11:06:03.993	2012-11-01T17:30:23.713	2014-03-06T14:47:35.528	neutrophils	GSM835233	source_name:Neutrophils;tissue:blood;cell type:neutrophils
SRS271087	2011-11-17T12:11:05.713	2014-05-29T01:28:04.820	2014-05-29T01:36:52.737	MycPlusGFP	NA	source_name:MCF10A-Myc cells;cell type:normal breast epithlial;cell line:MCF10A-Myc;phenotype:GFP-expressing
SRS271088	2011-11-17T12:11:05.753	2014-05-29T01:27:11.643	2014-05-29T01:36:53.060	MycPlusPin1	NA	source_name:MCF10A-Myc cells;cell type:normal breast epithlial;cell line:MCF10A-Myc;phenotype:Pin1-expressing
SRS271152	2011-11-18T09:03:06.387	2012-08-22T15:05:04.520	2014-03-06T14:47:36.495	Colon tissue from human s1,normal	GSM835561	source_name:Colon tissue,normal;tissue:Colon tissue;disease status:normal
SRS271153	2011-11-18T09:03:06.467	2012-08-22T15:05:06.560	2014-03-06T14:47:36.536	Colon tissue from human s2,paracancerous	GSM835562	source_name:Colon tissue,paracancerous;tissue:Colon tissue;disease status:paracancerous
SRS271154	2011-11-18T09:03:06.477	2012-08-22T15:05:06.600	2014-03-06T14:47:36.574	Colon tissue from human s3,cancerous	GSM835563	source_name:Colon tissue,cancerous;tissue:Colon tissue;disease status:cancerous
SRS280664	2011-11-22T10:02:04.760	2012-11-01T17:30:29.413	2014-03-06T14:47:37.478	159T	GSM838063	NA
SRS280665	2011-11-22T10:02:04.790	2012-11-01T17:30:29.457	2014-03-06T14:47:37.514	159NT	GSM838064	NA
SRS280666	2011-11-22T10:02:04.800	2012-11-01T17:30:29.487	2014-03-06T14:47:37.581	304T	GSM838065	NA
SRS280667	2011-11-22T10:02:04.810	2012-11-01T17:30:29.517	2014-03-06T14:47:37.612	304NT	GSM838066	NA
SRS280668	2011-11-22T10:02:04.820	2012-11-01T17:30:29.543	2014-03-06T14:47:37.647	325T	GSM838067	NA
SRS280669	2011-11-22T10:02:04.830	2012-11-01T17:30:29.573	2014-03-06T14:47:37.680	325NT	GSM838068	NA
SRS280670	2011-11-22T10:02:04.840	2012-11-01T17:30:29.600	2014-03-06T14:47:37.711	541T	GSM838069	NA
SRS280671	2011-11-22T10:02:04.847	2012-11-01T17:30:29.633	2014-03-06T14:47:37.742	541NT	GSM838070	NA
SRS280672	2011-11-22T10:02:04.857	2012-11-01T17:30:29.660	2014-03-06T14:47:37.773	552T	GSM838071	NA
SRS280673	2011-11-22T10:02:04.867	2012-11-01T17:30:29.703	2014-03-06T14:47:37.804	552NT	GSM838072	NA
SRS280674	2011-11-22T10:02:04.877	2012-11-01T17:30:29.730	2014-03-06T14:47:37.838	561T	GSM838073	NA
SRS280675	2011-11-22T10:02:04.887	2012-11-01T17:30:29.763	2014-03-06T14:47:37.869	561NT	GSM838074	NA
SRS280676	2011-11-22T10:02:04.897	2012-11-01T17:30:29.803	2014-03-06T14:47:37.901	566T	GSM838075	NA
SRS280677	2011-11-22T10:02:04.907	2012-11-01T17:30:29.833	2014-03-06T14:47:37.932	566NT	GSM838076	NA
SRS280678	2011-11-22T10:02:04.917	2012-11-01T17:30:29.860	2014-03-06T14:47:37.967	581T	GSM838077	NA
SRS280679	2011-11-22T10:02:04.927	2012-11-01T17:30:29.890	2014-03-06T14:47:38.004	581NT	GSM838078	NA
SRS280680	2011-11-22T10:02:04.933	2012-11-01T17:30:29.933	2014-03-06T14:47:38.057	596T	GSM838079	NA
SRS280681	2011-11-22T10:02:04.943	2012-11-01T17:30:29.960	2014-03-06T14:47:38.089	596NT	GSM838080	NA
SRS280682	2011-11-22T10:02:04.953	2012-11-01T17:30:29.993	2014-03-06T14:47:38.121	507T	GSM838081	NA
SRS280683	2011-11-22T10:02:04.963	2012-11-01T17:30:30.027	2014-03-06T14:47:38.153	507NT	GSM838082	NA
SRS280684	2011-11-22T10:02:04.970	2012-11-01T17:30:30.057	2014-03-06T14:47:38.187	534T	GSM838083	NA
SRS280685	2011-11-22T10:02:04.980	2012-11-01T17:30:30.087	2014-03-06T14:47:38.219	534NT	GSM838084	NA
SRS280686	2011-11-22T10:02:04.990	2012-11-01T17:30:30.113	2014-03-06T14:47:38.250	538T	GSM838085	NA
SRS280687	2011-11-22T10:02:05.000	2012-11-01T17:30:30.150	2014-03-06T14:47:38.288	538NT	GSM838086	NA
SRS280688	2011-11-22T10:02:05.010	2012-11-01T17:30:30.180	2014-03-06T14:47:38.320	539T	GSM838087	NA
SRS280689	2011-11-22T10:02:05.020	2012-11-01T17:30:30.253	2014-03-06T14:47:38.354	539NT	GSM838088	NA
SRS280690	2011-11-22T10:02:05.030	2012-11-01T17:30:30.300	2014-03-06T14:47:38.384	543T	GSM838089	NA
SRS280691	2011-11-22T10:02:05.040	2012-11-01T17:30:30.330	2014-03-06T14:47:38.415	543NT	GSM838090	NA
SRS280692	2011-11-22T10:02:05.050	2012-11-01T17:30:30.360	2014-03-06T14:47:38.444	558T	GSM838091	NA
SRS280693	2011-11-22T10:02:05.057	2012-11-01T17:30:30.390	2014-03-06T14:47:38.476	558NT	GSM838092	NA
SRS280694	2011-11-22T10:02:05.067	2012-11-01T17:30:30.417	2014-03-06T14:47:38.508	560T	GSM838093	NA
SRS280695	2011-11-22T10:02:05.077	2012-11-01T17:30:30.447	2014-03-06T14:47:38.539	560NT	GSM838094	NA
SRS280696	2011-11-22T10:02:05.087	2012-11-01T17:30:30.473	2014-03-06T14:47:38.569	603T	GSM838095	NA
SRS280697	2011-11-22T10:02:05.097	2012-11-01T17:30:30.507	2014-03-06T14:47:38.608	603NT	GSM838096	NA
SRS280698	2011-11-22T10:02:05.123	2012-11-01T17:30:30.540	2014-03-06T14:47:38.638	606T	GSM838097	NA
SRS280699	2011-11-22T10:02:05.133	2012-11-01T17:30:30.570	2014-03-06T14:47:38.669	606NT	GSM838098	NA
SRS280700	2011-11-22T10:02:05.143	2012-11-01T17:30:30.613	2014-03-06T14:47:38.699	607T	GSM838099	NA
SRS280701	2011-11-22T10:02:05.150	2012-11-01T17:30:30.650	2014-03-06T14:47:38.728	607NT	GSM838100	NA
SRS280702	2011-11-22T10:02:05.160	2012-11-01T17:30:30.680	2014-03-06T14:47:38.758	610T	GSM838101	NA
SRS280703	2011-11-22T10:02:05.170	2012-11-01T17:30:30.710	2014-03-06T14:47:38.788	610NT	GSM838102	NA
SRS280704	2011-11-22T10:02:05.180	2012-11-01T17:30:30.750	2014-03-06T14:47:38.818	619T	GSM838103	NA
SRS280705	2011-11-22T10:02:05.190	2012-11-01T17:30:30.777	2014-03-06T14:47:38.848	619NT	GSM838104	NA
SRS280706	2011-11-22T10:02:05.200	2012-11-01T17:30:30.833	2014-03-06T14:47:38.892	542T	GSM838105	NA
SRS280707	2011-11-22T10:02:05.210	2012-11-01T17:30:30.863	2014-03-06T14:47:38.928	542NT	GSM838106	NA
SRS280708	2011-11-22T10:02:05.220	2012-11-01T17:30:30.903	2014-03-06T14:47:38.958	551T	GSM838107	NA
SRS280709	2011-11-22T10:02:05.230	2012-11-01T17:30:30.937	2014-03-06T14:47:38.988	551NT	GSM838108	NA
SRS280710	2011-11-22T10:02:05.240	2012-11-01T17:30:30.967	2014-03-06T14:47:39.017	604NT	GSM838109	NA
SRS280711	2011-11-22T10:02:05.250	2012-11-01T17:30:31.007	2014-03-06T14:47:39.056	611T	GSM838110	NA
SRS280712	2011-11-22T10:02:05.260	2012-11-01T17:30:31.043	2014-03-06T14:47:39.086	618T	GSM838111	NA
SRS280713	2011-11-22T10:02:05.270	2012-11-01T17:30:31.073	2014-03-06T14:47:39.116	618NT	GSM838112	NA
SRS280714	2011-11-22T10:02:05.280	2012-11-01T17:30:31.110	2014-03-06T14:47:39.146	642T	GSM838113	NA
SRS280715	2011-11-22T10:02:05.290	2012-11-01T17:30:31.137	2014-03-06T14:47:39.177	642NT	GSM838114	NA
SRS280716	2011-11-22T10:02:05.300	2012-11-01T17:30:31.173	2014-03-06T14:47:39.209	653T	GSM838115	NA
SRS280717	2011-11-22T10:02:05.307	2012-11-01T17:30:31.210	2014-03-06T14:47:39.239	653NT	GSM838116	NA
SRS280718	2011-11-22T10:02:05.317	2012-11-01T17:30:31.240	2014-03-06T14:47:39.270	670T	GSM838117	NA
SRS280719	2011-11-22T10:02:05.327	2012-11-01T17:30:31.273	2014-03-06T14:47:39.304	670NT	GSM838118	NA
SRS280720	2011-11-22T10:02:05.337	2012-11-01T17:30:31.303	2014-03-06T14:47:39.334	675T	GSM838119	NA
SRS280721	2011-11-22T10:02:05.347	2012-11-01T17:30:31.337	2014-03-06T14:47:39.371	675NT	GSM838120	NA
SRS280722	2011-11-22T10:02:05.357	2012-11-01T17:30:31.370	2014-03-06T14:47:39.403	688T	GSM838121	NA
SRS280723	2011-11-22T10:02:05.367	2012-11-01T17:30:31.400	2014-03-06T14:47:39.434	688NT	GSM838122	NA
SRS280724	2011-11-22T10:02:05.377	2012-11-01T17:30:31.433	2014-03-06T14:47:39.466	692T	GSM838123	NA
SRS280725	2011-11-22T10:02:05.387	2012-11-01T17:30:31.467	2014-03-06T14:47:39.505	692NT	GSM838124	NA
SRS281381	2011-12-01T14:06:39.630	2012-08-17T10:05:05.330	2014-03-29T08:41:18.503	SLN2386	SLN2386	NA
SRS281382	2011-12-01T14:07:13.317	2012-08-17T10:05:05.763	2014-03-29T08:41:18.703	SLN2389	SLN2389	NA
SRS281383	2011-12-01T14:07:31.043	2012-08-17T10:05:05.797	2014-03-29T08:41:18.883	SLN2391	SLN2391	NA
SRS281384	2011-12-01T14:07:50.580	2012-08-17T10:05:05.837	2014-03-29T08:41:19.207	SLN2392	SLN2392	NA
SRS281385	2011-12-01T14:08:08.317	2012-08-17T10:05:05.870	2014-03-29T08:41:19.450	SLN2394	SLN2394	NA
SRS281386	2011-12-01T14:08:22.697	2012-08-17T10:05:05.900	2014-03-29T08:41:19.690	SLN2402	SLN2402	NA
SRS281387	2011-12-01T14:08:37.280	2012-08-17T10:05:05.933	2014-03-29T08:41:19.830	SLN2405	SLN2405	NA
SRS281388	2011-12-01T14:09:03.540	2012-08-17T10:05:05.983	2014-03-29T08:41:19.890	SLN2406	SLN2406	NA
SRS281389	2011-12-01T14:09:17.563	2012-08-17T10:05:06.023	2014-03-29T08:41:19.963	SLN2418	SLN2418	NA
SRS281390	2011-12-01T14:09:31.497	2012-08-17T10:05:06.060	2014-03-29T08:41:20.030	SLN2420	SLN2420	NA
SRS281391	2011-12-01T14:09:46.857	2012-08-17T10:05:06.117	2014-03-29T08:41:20.147	SLN2430	SLN2430	NA
SRS281392	2011-12-01T14:10:01.167	2012-08-17T10:05:06.153	2014-03-29T08:41:20.223	SLN2431	SLN2431	NA
SRS281393	2011-12-01T14:10:19.290	2012-08-17T10:05:06.190	2014-03-29T08:41:20.297	SLN2432	SLN2432	NA
SRS281395	2011-12-01T14:10:32.197	2012-08-17T10:05:06.227	2014-03-29T08:41:20.517	SLN2433	SLN2433	NA
SRS281396	2011-12-01T14:10:45.900	2012-08-17T10:05:06.283	2014-03-29T08:41:20.587	SLN2443	SLN2443	NA
SRS281397	2011-12-01T14:10:58.180	2012-08-17T10:05:06.317	2014-03-29T08:41:20.640	SLN2448	SLN2448	NA
SRS281398	2011-12-01T14:11:10.257	2012-08-17T10:05:06.350	2014-03-29T08:41:20.700	SLN2521	SLN2521	NA
SRS281399	2011-12-01T14:11:24.897	2012-08-17T10:05:06.383	2014-03-29T08:41:20.757	SLN2522	SLN2522	NA
SRS281400	2011-12-01T14:11:39.747	2012-08-17T10:05:06.423	2014-03-29T08:41:20.810	SLN2523	SLN2523	NA
SRS281401	2011-12-01T14:11:54.930	2012-08-17T10:05:06.497	2014-03-29T08:41:20.867	SLN2524	SLN2524	NA
SRS281402	2011-12-01T14:12:09.063	2012-08-17T10:05:06.540	2014-03-29T08:41:20.920	SLN2528	SLN2528	NA
SRS281403	2011-12-01T14:12:24.617	2012-08-17T10:05:06.573	2014-03-29T08:41:20.977	SLN2531	SLN2531	NA
SRS281404	2011-12-01T14:12:41.300	2012-08-17T10:05:06.607	2014-03-29T08:41:21.033	SLN2532	SLN2532	NA
SRS281405	2011-12-01T14:12:55.750	2012-08-17T10:05:06.640	2014-03-29T08:41:21.090	SLN2536	SLN2536	NA
SRS281406	2011-12-01T14:13:09.380	2012-08-17T10:05:06.700	2014-03-29T08:41:21.147	SLN2537	SLN2537	NA
SRS281407	2011-12-01T14:13:24.067	2012-08-17T10:05:06.730	2014-03-29T08:41:21.203	SLN2538	SLN2538	NA
SRS281408	2011-12-01T14:13:38.253	2012-08-17T10:05:06.760	2014-03-29T08:41:21.263	SLN2539	SLN2539	NA
SRS281409	2011-12-01T14:13:52.853	2012-08-17T10:05:06.790	2014-03-29T08:41:21.333	SLN2540	SLN2540	NA
SRS281539	2011-12-02T16:59:06.657	2012-11-01T17:30:33.940	2014-03-06T14:47:51.652	Non-targeting shRNA rep 1 RNA-seq	GSM841726	source_name:Non-targeting shRNA RNA-seq;cell line:HEK293T;cell type:human embryonic kidney cells
SRS281540	2011-12-02T16:59:06.670	2012-11-01T17:30:33.993	2014-03-06T14:47:51.688	Non-targeting shRNA rep 2 RNA-seq	GSM841727	source_name:Non-targeting shRNA RNA-seq;cell line:HEK293T;cell type:human embryonic kidney cells
SRS281541	2011-12-02T16:59:06.680	2012-11-01T17:30:34.030	2014-03-06T14:47:51.725	Non-targeting shRNA rep 3 RNA-seq	GSM841728	source_name:Non-targeting shRNA RNA-seq;cell line:HEK293T;cell type:human embryonic kidney cells
SRS281542	2011-12-02T16:59:06.697	2012-11-01T17:30:34.063	2014-03-06T14:47:51.755	Non-targeting shRNA rep 4 RNA-seq	GSM841729	source_name:Non-targeting shRNA RNA-seq;cell line:HEK293T;cell type:human embryonic kidney cells
SRS281543	2011-12-02T16:59:06.710	2012-11-01T17:30:34.093	2014-03-06T14:47:51.789	AFF2 shRNA rep 1  RNA-seq	GSM841730	source_name:AFF2 shRNA RNA-seq;cell line:HEK293T;cell type:human embryonic kidney cells;transfected with:AFF2 SMARTpool siRNA duplex
SRS281544	2011-12-02T16:59:06.723	2012-11-01T17:30:34.140	2014-03-06T14:47:51.820	AFF2 shRNA rep 2  RNA-seq	GSM841731	source_name:AFF2 shRNA RNA-seq;cell line:HEK293T;cell type:human embryonic kidney cells;transfected with:AFF2 SMARTpool siRNA duplex
SRS281545	2011-12-02T16:59:06.740	2012-11-01T17:30:34.173	2014-03-06T14:47:51.851	AFF3 shRNA rep 1  RNA-seq	GSM841732	source_name:AFF3 shRNA RNA-seq;cell line:HEK293T;cell type:human embryonic kidney cells;transfected with:AFF3 SMARTpool siRNA duplex
SRS281546	2011-12-02T16:59:06.753	2012-11-01T17:30:34.213	2014-03-06T14:47:51.885	AFF3 shRNA rep 2  RNA-seq	GSM841733	source_name:AFF3 shRNA RNA-seq;cell line:HEK293T;cell type:human embryonic kidney cells;transfected with:AFF3 SMARTpool siRNA duplex
SRS281547	2011-12-02T16:59:06.767	2012-11-01T17:30:34.243	2014-03-06T14:47:51.930	AFF4 shRNA rep 1  RNA-seq	GSM841734	source_name:AFF4 shRNA RNA-seq;cell line:HEK293T;cell type:human embryonic kidney cells;transfected with:AFF4 SMARTpool siRNA duplex
SRS281548	2011-12-02T16:59:06.783	2012-11-01T17:30:34.280	2014-03-06T14:47:51.961	AFF4 shRNA rep 2  RNA-seq	GSM841735	source_name:AFF4 shRNA RNA-seq;cell line:HEK293T;cell type:human embryonic kidney cells;transfected with:AFF4 SMARTpool siRNA duplex
