run,release_date,mbytes,library_layout,platform,tissue,celltype,readlen,srx,id,study
SRR868811,Mon May 05 2014 11:01:03 GMT-0400 (EDT),218,Single,ILLUMINA,breast,esc,36,SRX286937,29766,GSM1150563: STT5427_Breast_023_normal; Homo sapiens; RNA-Seq
SRR868810,Mon May 05 2014 11:01:03 GMT-0400 (EDT),488,Single,ILLUMINA,breast,esc,36,SRX286936,25435,GSM1150562: STT5426_Breast_023_EN; Homo sapiens; RNA-Seq
SRR868809,Mon May 05 2014 11:01:03 GMT-0400 (EDT),292,Single,ILLUMINA,breast,esc,36,SRX286935,28255,GSM1150561: STT5425_Breast_001_normal; Homo sapiens; RNA-Seq
SRR868808,Mon May 05 2014 11:01:03 GMT-0400 (EDT),202,Single,ILLUMINA,breast,esc,36,SRX286935,30083,GSM1150561: STT5425_Breast_001_normal; Homo sapiens; RNA-Seq
SRR868807,Mon May 05 2014 11:01:03 GMT-0400 (EDT),286,Single,ILLUMINA,breast,esc,36,SRX286934,28348,GSM1150560: STT5424_Breast_001_EN; Homo sapiens; RNA-Seq
SRR868806,Mon May 05 2014 11:01:03 GMT-0400 (EDT),173,Single,ILLUMINA,breast,esc,36,SRX286934,30782,GSM1150560: STT5424_Breast_001_EN; Homo sapiens; RNA-Seq
SRR867813,Tue Dec 31 2013 15:37:10 GMT-0500 (EST),13344,Paired,ILLUMINA,heart,bj,200,SRX286829,400,GSM1149314: KBM7 bio rep2; Homo sapiens; RNA-Seq
SRR867812,Tue Dec 31 2013 15:37:10 GMT-0500 (EST),1350,Single,ILLUMINA,umbilical cord,esc,50,SRX286828,18630,GSM1149313: KBM7 bio rep1 tech rep2; Homo sapiens; RNA-Seq
SRR867811,Tue Dec 31 2013 15:37:10 GMT-0500 (EST),2318,Single,ILLUMINA,umbilical cord,hek,51,SRX286827,13993,GSM1149312: KBM7 bio rep1 tech rep1; Homo sapiens; RNA-Seq
SRR867740,Mon Jun 17 2013 08:44:43 GMT-0400 (EDT),1682,Single,ILLUMINA,cervix,hela,50,SRX286772,17090,GSM1148896: ai rep 3; Homo sapiens; RNA-Seq
SRR867739,Mon Jun 17 2013 08:44:43 GMT-0400 (EDT),874,Single,ILLUMINA,cervix,hela,50,SRX286771,21425,GSM1148895: ai rep 2; Homo sapiens; RNA-Seq
SRR867738,Mon Jun 17 2013 08:44:43 GMT-0400 (EDT),1272,Single,ILLUMINA,cervix,hela,50,SRX286770,19124,GSM1148894: ai rep 1; Homo sapiens; RNA-Seq
SRR867737,Mon Jun 17 2013 08:44:43 GMT-0400 (EDT),1198,Single,ILLUMINA,cervix,hela,50,SRX286769,19527,GSM1148893: ni rep 3; Homo sapiens; RNA-Seq
SRR867736,Mon Jun 17 2013 08:44:43 GMT-0400 (EDT),1299,Single,ILLUMINA,cervix,hela,50,SRX286768,18957,GSM1148892: ni rep 2; Homo sapiens; RNA-Seq
SRR867735,Mon Jun 17 2013 08:44:43 GMT-0400 (EDT),1120,Single,ILLUMINA,cervix,hela,50,SRX286767,19896,GSM1148891: ni rep 1; Homo sapiens; RNA-Seq
SRR867130,Tue May 27 2014 16:10:13 GMT-0400 (EDT),807,Single,ILLUMINA,breast,mcf,50,SRX281505,21992,GSM1143675: S2_RNA-Seq; Homo sapiens; RNA-Seq
SRR867129,Tue May 27 2014 16:10:13 GMT-0400 (EDT),1290,Single,ILLUMINA,breast,mcf,50,SRX281504,19017,GSM1143674: S1_RNA-Seq; Homo sapiens; RNA-Seq
SRR867128,Tue May 27 2014 16:10:13 GMT-0400 (EDT),957,Single,ILLUMINA,breast,mcf,50,SRX281503,20802,GSM1143673: NS2_RNA-Seq; Homo sapiens; RNA-Seq
SRR867127,Tue May 27 2014 16:10:13 GMT-0400 (EDT),1061,Single,ILLUMINA,breast,mcf,50,SRX281502,20183,GSM1143672: NS1_RNA-Seq; Homo sapiens; RNA-Seq
SRR867030,Thu Feb 06 2014 16:46:16 GMT-0500 (EST),963,Single,ILLUMINA,kidney,hek,93,SRX286279,20771,GSM1147076: Wild Type Staufen associated, RNase treated mRNA; Homo sapiens; RNA-Seq
SRR867029,Thu Feb 06 2014 16:46:16 GMT-0500 (EST),1556,Single,ILLUMINA,kidney,hek,99,SRX286278,17556,GSM1147075: Mutant Staufen associated mRNA; Homo sapiens; RNA-Seq
SRR867028,Thu Feb 06 2014 16:46:16 GMT-0500 (EST),2172,Single,ILLUMINA,kidney,hek,99,SRX286277,14816,GSM1147074: Wild Type Staufen associated mRNA; Homo sapiens; RNA-Seq
SRR863547,Mon Mar 10 2014 10:12:09 GMT-0400 (EDT),653,Single,ILLUMINA,blood,k562,50,SRX283766,23466,GSM1145334: K562 GMUCT B; Homo sapiens; RNA-Seq
SRR863546,Mon Mar 10 2014 10:12:09 GMT-0400 (EDT),372,Single,ILLUMINA,blood,k562,50,SRX283765,27147,GSM1145333: K562 GMUCT A; Homo sapiens; RNA-Seq
SRR863545,Mon Mar 10 2014 10:12:09 GMT-0400 (EDT),347,Single,ILLUMINA,cervix,hela,50,SRX283764,27485,GSM1145332: HeLa GMUCT B; Homo sapiens; RNA-Seq
SRR863544,Mon Mar 10 2014 10:12:09 GMT-0400 (EDT),302,Single,ILLUMINA,cervix,hela,50,SRX283763,28131,GSM1145331: HeLa GMUCT A; Homo sapiens; RNA-Seq
SRR863543,Mon Mar 10 2014 10:12:09 GMT-0400 (EDT),58,Single,ILLUMINA,kidney,hek,50,SRX283762,35057,GSM1145330: HEK293 GMUCT B; Homo sapiens; RNA-Seq
SRR863542,Mon Mar 10 2014 10:12:09 GMT-0400 (EDT),444,Single,ILLUMINA,kidney,hek,50,SRX283761,26146,GSM1145329: HEK293 GMUCT A; Homo sapiens; RNA-Seq
SRR863383,Wed May 14 2014 19:56:07 GMT-0400 (EDT),125,Single,ILLUMINA,stem cell,esc,36,SRX283708,32305,GSM1145200: Endoderm S phase (day6-6 h); Homo sapiens; RNA-Seq
SRR863382,Wed May 14 2014 19:56:07 GMT-0400 (EDT),130,Single,ILLUMINA,stem cell,esc,36,SRX283707,32066,GSM1145199: Endoderm G1/S phase (day6-3 h); Homo sapiens; RNA-Seq
SRR863381,Wed May 14 2014 19:56:07 GMT-0400 (EDT),314,Single,ILLUMINA,stem cell,esc,36,SRX283706,27962,GSM1145198: Endoderm G1 phase (day6-0 h); Homo sapiens; RNA-Seq
SRR863380,Wed May 14 2014 19:56:07 GMT-0400 (EDT),354,Single,ILLUMINA,stem cell,esc,36,SRX283705,27385,GSM1145197: hESCs S phase (day0-3 h); Homo sapiens; RNA-Seq
SRR863379,Wed May 14 2014 19:56:07 GMT-0400 (EDT),199,Single,ILLUMINA,stem cell,esc,36,SRX283704,30156,GSM1145196: hESCs G1/S phase (day0-2 h); Homo sapiens; RNA-Seq
SRR863378,Wed May 14 2014 19:56:07 GMT-0400 (EDT),275,Single,ILLUMINA,stem cell,esc,36,SRX283703,28516,GSM1145195: hESCs G1 phase (day0-0 h); Homo sapiens; RNA-Seq
SRR863251,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),356,Single,ILLUMINA,kidney,hek,50,SRX283662,27364,GSM1145142: HBG CRISPRs, Rep 3; Homo sapiens; RNA-Seq
SRR863250,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),493,Single,ILLUMINA,kidney,hek,50,SRX283662,25355,GSM1145142: HBG CRISPRs, Rep 3; Homo sapiens; RNA-Seq
SRR863249,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),364,Single,ILLUMINA,kidney,hek,50,SRX283662,27248,GSM1145142: HBG CRISPRs, Rep 3; Homo sapiens; RNA-Seq
SRR863248,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),494,Single,ILLUMINA,kidney,hek,50,SRX283662,25338,GSM1145142: HBG CRISPRs, Rep 3; Homo sapiens; RNA-Seq
SRR863247,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),165,Single,ILLUMINA,kidney,hek,50,SRX283661,30993,GSM1145141: HBG CRISPRs, Rep 2; Homo sapiens; RNA-Seq
SRR863246,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),497,Single,ILLUMINA,kidney,hek,50,SRX283661,25308,GSM1145141: HBG CRISPRs, Rep 2; Homo sapiens; RNA-Seq
SRR863245,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),497,Single,ILLUMINA,kidney,hek,50,SRX283661,25307,GSM1145141: HBG CRISPRs, Rep 2; Homo sapiens; RNA-Seq
SRR863244,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),158,Single,ILLUMINA,kidney,hek,50,SRX283661,31203,GSM1145141: HBG CRISPRs, Rep 2; Homo sapiens; RNA-Seq
SRR863243,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),511,Single,ILLUMINA,kidney,hek,50,SRX283661,25116,GSM1145141: HBG CRISPRs, Rep 2; Homo sapiens; RNA-Seq
SRR863242,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),498,Single,ILLUMINA,kidney,hek,50,SRX283661,25287,GSM1145141: HBG CRISPRs, Rep 2; Homo sapiens; RNA-Seq
SRR863241,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),500,Single,ILLUMINA,kidney,hek,50,SRX283660,25263,GSM1145140: HBG CRISPRs, Rep 1; Homo sapiens; RNA-Seq
SRR863240,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),512,Single,ILLUMINA,kidney,hek,50,SRX283660,25101,GSM1145140: HBG CRISPRs, Rep 1; Homo sapiens; RNA-Seq
SRR863239,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),252,Single,ILLUMINA,kidney,hek,50,SRX283659,29004,GSM1145139: IL1RN CRISPRs, Rep 2; Homo sapiens; RNA-Seq
SRR863238,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),495,Single,ILLUMINA,kidney,hek,50,SRX283659,25327,GSM1145139: IL1RN CRISPRs, Rep 2; Homo sapiens; RNA-Seq
SRR863237,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),262,Single,ILLUMINA,kidney,hek,50,SRX283659,28762,GSM1145139: IL1RN CRISPRs, Rep 2; Homo sapiens; RNA-Seq
SRR863236,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),494,Single,ILLUMINA,kidney,hek,50,SRX283659,25337,GSM1145139: IL1RN CRISPRs, Rep 2; Homo sapiens; RNA-Seq
SRR863235,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),442,Single,ILLUMINA,kidney,hek,50,SRX283658,26173,GSM1145138: IL1RN CRISPRs, Rep 1; Homo sapiens; RNA-Seq
SRR863234,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),448,Single,ILLUMINA,kidney,hek,50,SRX283658,26093,GSM1145138: IL1RN CRISPRs, Rep 1; Homo sapiens; RNA-Seq
SRR863233,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),342,Single,ILLUMINA,kidney,hek,50,SRX283657,27546,GSM1145137: Control treated, Rep 2; Homo sapiens; RNA-Seq
SRR863232,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),513,Single,ILLUMINA,kidney,hek,50,SRX283657,25092,GSM1145137: Control treated, Rep 2; Homo sapiens; RNA-Seq
SRR863231,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),357,Single,ILLUMINA,kidney,hek,50,SRX283657,27350,GSM1145137: Control treated, Rep 2; Homo sapiens; RNA-Seq
SRR863230,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),511,Single,ILLUMINA,kidney,hek,50,SRX283657,25115,GSM1145137: Control treated, Rep 2; Homo sapiens; RNA-Seq
SRR863229,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),325,Single,ILLUMINA,kidney,hek,50,SRX283656,27819,GSM1145136: Control treated, Rep 1; Homo sapiens; RNA-Seq
SRR863228,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),480,Single,ILLUMINA,kidney,hek,50,SRX283656,25545,GSM1145136: Control treated, Rep 1; Homo sapiens; RNA-Seq
SRR863227,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),333,Single,ILLUMINA,kidney,hek,50,SRX283656,27688,GSM1145136: Control treated, Rep 1; Homo sapiens; RNA-Seq
SRR863226,Mon Jul 29 2013 09:41:23 GMT-0400 (EDT),481,Single,ILLUMINA,kidney,hek,50,SRX283656,25530,GSM1145136: Control treated, Rep 1; Homo sapiens; RNA-Seq
SRR862906,Tue May 20 2014 16:13:03 GMT-0400 (EDT),30885,Paired,ILLUMINA,lung,huh,200,SRX283448,11,GSM1144705: SA NS; Homo sapiens; RNA-Seq
SRR862905,Tue May 20 2014 16:13:03 GMT-0400 (EDT),30136,Paired,ILLUMINA,lung,esc,200,SRX283447,16,GSM1144704: SA SFRS9 KD; Homo sapiens; RNA-Seq
SRR857241,Tue May 13 2014 16:12:03 GMT-0400 (EDT),2412,Paired,ILLUMINA,stem cell,esc,202,SRX282064,13389,GSM1143928: KYSE70 shTP63(1) Day 4; Homo sapiens; RNA-Seq
SRR857240,Tue May 13 2014 16:12:03 GMT-0400 (EDT),4625,Paired,ILLUMINA,stem cell,esc,202,SRX282063,3661,GSM1143927: KYSE70 shTP63(2) Day 4; Homo sapiens; RNA-Seq
SRR857239,Tue May 13 2014 16:12:03 GMT-0400 (EDT),478,Paired,ILLUMINA,stem cell,esc,202,SRX282062,25574,GSM1143926: KYSE70 shTP63(2) Day 0; Homo sapiens; RNA-Seq
SRR857238,Tue May 13 2014 16:12:03 GMT-0400 (EDT),3192,Paired,ILLUMINA,stem cell,esc,202,SRX282061,8352,GSM1143925: KYSE70 shSOX2(1) Day 4; Homo sapiens; RNA-Seq
SRR857237,Tue May 13 2014 16:12:03 GMT-0400 (EDT),3124,Paired,ILLUMINA,stem cell,esc,202,SRX282060,8698,GSM1143924: KYSE70 shSOX2(2) Day 4; Homo sapiens; RNA-Seq
SRR857236,Tue May 13 2014 16:12:03 GMT-0400 (EDT),4001,Paired,ILLUMINA,stem cell,esc,202,SRX282059,5031,GSM1143923: KYSE70 shSOX2(2) Day 0; Homo sapiens; RNA-Seq
SRR851715,Thu Sep 05 2013 15:58:25 GMT-0400 (EDT),755,Single,ILLUMINA,bone,msc,40,SRX278452,22487,GSM1142687: BM-MSC-adipocyte; Homo sapiens; RNA-Seq
SRR851714,Thu Sep 05 2013 15:58:25 GMT-0400 (EDT),874,Single,ILLUMINA,bone,msc,40,SRX278451,21424,GSM1142686: BM-MSC-osteocyte; Homo sapiens; RNA-Seq
SRR851713,Thu Sep 05 2013 15:58:25 GMT-0400 (EDT),426,Single,ILLUMINA,stem cell,msc,35,SRX278450,26418,GSM1142685: WJ-MSC; Homo sapiens; RNA-Seq
SRR851712,Thu Sep 05 2013 15:58:25 GMT-0400 (EDT),286,Single,ILLUMINA,bone,msc,35,SRX278449,28347,GSM1142684: BM-MSC; Homo sapiens; RNA-Seq
SRR851272,Fri Dec 27 2013 09:15:25 GMT-0500 (EST),734,Single,ABI_SOLID,kidney,hek,50,SRX278199,22684,GSM1142039: HEK293 cells transfected with pCag-EGFP_mosIR plasmid.; Homo sapiens; RNA-Seq
SRR851271,Fri Dec 27 2013 09:15:25 GMT-0500 (EST),691,Single,ABI_SOLID,kidney,hek,50,SRX278199,23115,GSM1142039: HEK293 cells transfected with pCag-EGFP_mosIR plasmid.; Homo sapiens; RNA-Seq
SRR851270,Fri Dec 27 2013 09:15:25 GMT-0500 (EST),689,Single,ABI_SOLID,kidney,hek,50,SRX278199,23133,GSM1142039: HEK293 cells transfected with pCag-EGFP_mosIR plasmid.; Homo sapiens; RNA-Seq
SRR851269,Fri Dec 27 2013 09:15:25 GMT-0500 (EST),781,Single,ABI_SOLID,kidney,hek,50,SRX278198,22232,GSM1142038: HEK293 cells transfected with pCag-EGFP plasmid.; Homo sapiens; RNA-Seq
SRR851268,Fri Dec 27 2013 09:15:25 GMT-0500 (EST),801,Single,ABI_SOLID,kidney,hek,50,SRX278198,22044,GSM1142038: HEK293 cells transfected with pCag-EGFP plasmid.; Homo sapiens; RNA-Seq
SRR851267,Fri Dec 27 2013 09:15:25 GMT-0500 (EST),770,Single,ABI_SOLID,kidney,hek,50,SRX278198,22345,GSM1142038: HEK293 cells transfected with pCag-EGFP plasmid.; Homo sapiens; RNA-Seq
SRR851230,Tue Jul 01 2014 15:47:21 GMT-0400 (EDT),1606,Single,ILLUMINA,heart,other,50,SRX278186,17372,GSM1142274: HDMYZ, 2ug/ml Actinomycin D, 12 hours, 2; Homo sapiens; RNA-Seq
SRR851229,Tue Jul 01 2014 15:47:21 GMT-0400 (EDT),1086,Single,ILLUMINA,heart,other,50,SRX278185,20067,GSM1142272: HDMYZ, 2ug/ml Actinomycin D, 12 hours, 1; Homo sapiens; RNA-Seq
SRR851228,Tue Jul 01 2014 15:47:21 GMT-0400 (EDT),1393,Single,ILLUMINA,heart,other,50,SRX278184,18354,GSM1142271: HDMYZ, 2ug/ml Actinomycin D, 4 hours; Homo sapiens; RNA-Seq
SRR851227,Tue Jul 01 2014 15:47:21 GMT-0400 (EDT),1427,Single,ILLUMINA,heart,other,50,SRX278183,18180,GSM1142270: HDMYZ, 0 hour, 2; Homo sapiens; RNA-Seq
SRR851226,Tue Jul 01 2014 15:47:21 GMT-0400 (EDT),1282,Single,ILLUMINA,heart,other,50,SRX278182,19063,GSM1142269: HDMYZ, 0 hour, 1; Homo sapiens; RNA-Seq
SRR850556,Tue Jun 25 2013 06:48:22 GMT-0400 (EDT),287,Single,ILLUMINA,kidney,hek,51,SRX277588,28334,GSM1140829: LIN28B_PARCLIP; Homo sapiens; RNA-Seq
SRR850555,Tue Jun 25 2013 06:48:22 GMT-0400 (EDT),216,Single,ILLUMINA,kidney,hek,51,SRX277588,29800,GSM1140829: LIN28B_PARCLIP; Homo sapiens; RNA-Seq
SRR850554,Tue Jun 25 2013 06:48:22 GMT-0400 (EDT),65,Single,ILLUMINA,kidney,hek,51,SRX277588,34716,GSM1140829: LIN28B_PARCLIP; Homo sapiens; RNA-Seq
SRR850553,Tue Jun 25 2013 06:48:22 GMT-0400 (EDT),41,Single,ILLUMINA,kidney,hek,51,SRX277588,35959,GSM1140829: LIN28B_PARCLIP; Homo sapiens; RNA-Seq
SRR850552,Tue Jun 25 2013 06:48:22 GMT-0400 (EDT),268,Single,ILLUMINA,kidney,hek,51,SRX277588,28638,GSM1140829: LIN28B_PARCLIP; Homo sapiens; RNA-Seq
SRR850551,Tue Jun 25 2013 06:48:22 GMT-0400 (EDT),902,Single,ILLUMINA,kidney,hek,51,SRX277588,21207,GSM1140829: LIN28B_PARCLIP; Homo sapiens; RNA-Seq
SRR849647,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),845,Single,ABI_SOLID,blood,esc,50,SRX276996,21645,GSM1138984: C8; Homo sapiens; RNA-Seq
SRR849646,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),857,Single,ABI_SOLID,blood,esc,50,SRX276996,21558,GSM1138984: C8; Homo sapiens; RNA-Seq
SRR849645,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),818,Single,ABI_SOLID,blood,esc,50,SRX276996,21865,GSM1138984: C8; Homo sapiens; RNA-Seq
SRR849644,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),775,Single,ABI_SOLID,blood,esc,50,SRX276996,22291,GSM1138984: C8; Homo sapiens; RNA-Seq
SRR849643,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),837,Single,ABI_SOLID,blood,esc,50,SRX276995,21707,GSM1138983: C7; Homo sapiens; RNA-Seq
SRR849642,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),858,Single,ABI_SOLID,blood,esc,50,SRX276995,21550,GSM1138983: C7; Homo sapiens; RNA-Seq
SRR849641,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),817,Single,ABI_SOLID,blood,esc,50,SRX276995,21875,GSM1138983: C7; Homo sapiens; RNA-Seq
SRR849640,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),778,Single,ABI_SOLID,blood,esc,50,SRX276995,22268,GSM1138983: C7; Homo sapiens; RNA-Seq
SRR849639,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),1706,Single,ABI_SOLID,blood,esc,50,SRX276994,17011,GSM1138982: C6; Homo sapiens; RNA-Seq
SRR849638,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),1740,Single,ABI_SOLID,blood,esc,50,SRX276994,16895,GSM1138982: C6; Homo sapiens; RNA-Seq
SRR849637,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),1672,Single,ABI_SOLID,blood,esc,50,SRX276994,17134,GSM1138982: C6; Homo sapiens; RNA-Seq
SRR849636,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),1589,Single,ABI_SOLID,blood,esc,50,SRX276994,17433,GSM1138982: C6; Homo sapiens; RNA-Seq
SRR849635,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),498,Single,ABI_SOLID,blood,esc,50,SRX276993,25286,GSM1138981: C5; Homo sapiens; RNA-Seq
SRR849634,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),503,Single,ABI_SOLID,blood,esc,50,SRX276993,25221,GSM1138981: C5; Homo sapiens; RNA-Seq
SRR849633,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),481,Single,ABI_SOLID,blood,esc,50,SRX276993,25529,GSM1138981: C5; Homo sapiens; RNA-Seq
SRR849632,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),458,Single,ABI_SOLID,blood,esc,50,SRX276993,25943,GSM1138981: C5; Homo sapiens; RNA-Seq
SRR849631,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),1182,Single,ABI_SOLID,blood,esc,50,SRX276992,19607,GSM1138980: C4; Homo sapiens; RNA-Seq
SRR849630,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),1180,Single,ABI_SOLID,blood,esc,50,SRX276992,19620,GSM1138980: C4; Homo sapiens; RNA-Seq
SRR849629,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),1140,Single,ABI_SOLID,blood,esc,50,SRX276992,19793,GSM1138980: C4; Homo sapiens; RNA-Seq
SRR849628,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),1083,Single,ABI_SOLID,blood,esc,50,SRX276992,20074,GSM1138980: C4; Homo sapiens; RNA-Seq
SRR849627,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),752,Single,ABI_SOLID,blood,esc,50,SRX276991,22522,GSM1138979: C3; Homo sapiens; RNA-Seq
SRR849626,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),762,Single,ABI_SOLID,blood,esc,50,SRX276991,22423,GSM1138979: C3; Homo sapiens; RNA-Seq
SRR849625,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),726,Single,ABI_SOLID,blood,esc,50,SRX276991,22773,GSM1138979: C3; Homo sapiens; RNA-Seq
SRR849624,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),690,Single,ABI_SOLID,blood,esc,50,SRX276991,23124,GSM1138979: C3; Homo sapiens; RNA-Seq
SRR849623,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),550,Single,ABI_SOLID,blood,esc,50,SRX276990,24594,GSM1138978: C2; Homo sapiens; RNA-Seq
SRR849622,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),579,Single,ABI_SOLID,blood,esc,50,SRX276990,24289,GSM1138978: C2; Homo sapiens; RNA-Seq
SRR849621,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),559,Single,ABI_SOLID,blood,esc,50,SRX276990,24500,GSM1138978: C2; Homo sapiens; RNA-Seq
SRR849620,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),532,Single,ABI_SOLID,blood,esc,50,SRX276990,24857,GSM1138978: C2; Homo sapiens; RNA-Seq
SRR849619,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),727,Single,ABI_SOLID,blood,esc,50,SRX276989,22762,GSM1138977: C1; Homo sapiens; RNA-Seq
SRR849618,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),754,Single,ABI_SOLID,blood,esc,50,SRX276989,22504,GSM1138977: C1; Homo sapiens; RNA-Seq
SRR849617,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),718,Single,ABI_SOLID,blood,esc,50,SRX276989,22852,GSM1138977: C1; Homo sapiens; RNA-Seq
SRR849616,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),688,Single,ABI_SOLID,blood,esc,50,SRX276989,23146,GSM1138977: C1; Homo sapiens; RNA-Seq
SRR849615,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),883,Single,ABI_SOLID,blood,esc,50,SRX276988,21350,GSM1138976: P3; Homo sapiens; RNA-Seq
SRR849614,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),889,Single,ABI_SOLID,blood,esc,50,SRX276988,21300,GSM1138976: P3; Homo sapiens; RNA-Seq
SRR849613,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),857,Single,ABI_SOLID,blood,esc,50,SRX276988,21557,GSM1138976: P3; Homo sapiens; RNA-Seq
SRR849612,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),807,Single,ABI_SOLID,blood,esc,50,SRX276988,21991,GSM1138976: P3; Homo sapiens; RNA-Seq
SRR849611,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),812,Single,ABI_SOLID,blood,esc,50,SRX276987,21921,GSM1138975: P2; Homo sapiens; RNA-Seq
SRR849610,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),832,Single,ABI_SOLID,blood,esc,50,SRX276987,21749,GSM1138975: P2; Homo sapiens; RNA-Seq
SRR849609,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),789,Single,ABI_SOLID,blood,esc,50,SRX276987,22159,GSM1138975: P2; Homo sapiens; RNA-Seq
SRR849608,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),749,Single,ABI_SOLID,blood,esc,50,SRX276987,22548,GSM1138975: P2; Homo sapiens; RNA-Seq
SRR849607,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),935,Single,ABI_SOLID,blood,esc,50,SRX276986,20931,GSM1138974: P1; Homo sapiens; RNA-Seq
SRR849606,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),991,Single,ABI_SOLID,blood,esc,50,SRX276986,20612,GSM1138974: P1; Homo sapiens; RNA-Seq
SRR849605,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),940,Single,ABI_SOLID,blood,esc,50,SRX276986,20897,GSM1138974: P1; Homo sapiens; RNA-Seq
SRR849604,Mon Jun 03 2013 09:33:09 GMT-0400 (EDT),881,Single,ABI_SOLID,blood,esc,50,SRX276986,21368,GSM1138974: P1; Homo sapiens; RNA-Seq
SRR849510,Sat Aug 03 2013 14:27:09 GMT-0400 (EDT),1179,Paired,ILLUMINA,melanoma,melanocytes,72,SRX276904,19623,GSM1138792: WM2664; Homo sapiens; RNA-Seq
SRR849509,Sat Aug 03 2013 14:27:09 GMT-0400 (EDT),1219,Paired,ILLUMINA,melanoma,melanocytes,72,SRX276903,19423,GSM1138791: SKMEL5; Homo sapiens; RNA-Seq
SRR849508,Sat Aug 03 2013 14:27:09 GMT-0400 (EDT),1404,Paired,ILLUMINA,melanoma,melanocytes,72,SRX276902,18288,GSM1138790: SKMEL28; Homo sapiens; RNA-Seq
SRR849507,Sat Aug 03 2013 14:27:09 GMT-0400 (EDT),1270,Paired,ILLUMINA,melanoma,melanocytes,72,SRX276901,19140,GSM1138789: MalMe3M; Homo sapiens; RNA-Seq
SRR849506,Sat Aug 03 2013 14:27:09 GMT-0400 (EDT),986,Paired,ILLUMINA,melanoma,melanocytes,72,SRX276900,20629,GSM1138788: C32; Homo sapiens; RNA-Seq
